timestamp,symbol,open,high,low,close,volume
2025-11-19T00:00:00-05:00,AAPL,265.5299987792969,272.2099914550781,265.5,268.55999755859375,40424500
2025-11-20T00:00:00-05:00,AAPL,270.8299865722656,275.42999267578125,265.9200134277344,266.25,45823600
2025-11-21T00:00:00-05:00,AAPL,265.95001220703125,273.3299865722656,265.6700134277344,271.489990234375,59030800
2025-11-24T00:00:00-05:00,AAPL,270.8999938964844,277.0,270.8999938964844,275.9200134277344,65585800
2025-11-25T00:00:00-05:00,AAPL,275.2699890136719,280.3800048828125,275.25,276.9700012207031,46914200
2025-11-26T00:00:00-05:00,AAPL,276.9599914550781,279.5299987792969,276.6300048828125,277.54998779296875,33431400
2025-11-28T00:00:00-05:00,AAPL,277.260009765625,279.0,275.989990234375,278.8500061035156,20135600
2025-12-01T00:00:00-05:00,AAPL,278.010009765625,283.4200134277344,276.1400146484375,283.1000061035156,46587700
2025-12-02T00:00:00-05:00,AAPL,283.0,287.3999938964844,282.6300048828125,286.19000244140625,53669500
2025-12-03T00:00:00-05:00,AAPL,286.20001220703125,288.6199951171875,283.29998779296875,284.1499938964844,43538700
2025-12-04T00:00:00-05:00,AAPL,284.1000061035156,284.7300109863281,278.5899963378906,280.70001220703125,43989100
2025-12-05T00:00:00-05:00,AAPL,280.5400085449219,281.1400146484375,278.04998779296875,278.7799987792969,47265800
2025-12-08T00:00:00-05:00,AAPL,278.1300048828125,279.6700134277344,276.1499938964844,277.8900146484375,38211800
2025-12-09T00:00:00-05:00,AAPL,278.1600036621094,280.0299987792969,276.9200134277344,277.17999267578125,32193300
2025-12-10T00:00:00-05:00,AAPL,277.75,279.75,276.44000244140625,278.7799987792969,33038300
2025-12-11T00:00:00-05:00,AAPL,279.1000061035156,279.5899963378906,273.80999755859375,278.0299987792969,33248000
2025-12-12T00:00:00-05:00,AAPL,277.8999938964844,279.2200012207031,276.82000732421875,278.2799987792969,39532900
2025-12-15T00:00:00-05:00,AAPL,280.1499938964844,280.1499938964844,272.8399963378906,274.1099853515625,50409100
2025-12-16T00:00:00-05:00,AAPL,272.82000732421875,275.5,271.7900085449219,274.6099853515625,37648600
2025-12-17T00:00:00-05:00,AAPL,275.010009765625,276.1600036621094,271.6400146484375,271.8399963378906,50138700
2025-12-18T00:00:00-05:00,AAPL,273.6099853515625,273.6300048828125,266.95001220703125,272.19000244140625,51630700
2025-12-19T00:00:00-05:00,AAPL,272.1499938964844,274.6000061035156,269.8999938964844,273.6700134277344,144632000
2025-12-22T00:00:00-05:00,AAPL,272.8599853515625,273.8800048828125,270.510009765625,270.9700012207031,36571800
2025-12-23T00:00:00-05:00,AAPL,270.8399963378906,272.5,269.55999755859375,272.3599853515625,29642000
2025-12-24T00:00:00-05:00,AAPL,272.3399963378906,275.42999267578125,272.20001220703125,273.80999755859375,17910600
2025-12-26T00:00:00-05:00,AAPL,274.1600036621094,275.3699951171875,272.8599853515625,273.3999938964844,21521800
2025-12-29T00:00:00-05:00,AAPL,272.69000244140625,274.3599853515625,272.3500061035156,273.760009765625,23715200
2025-12-30T00:00:00-05:00,AAPL,272.80999755859375,274.0799865722656,272.2799987792969,273.0799865722656,22139600
2025-12-31T00:00:00-05:00,AAPL,273.05999755859375,273.67999267578125,271.75,271.8599853515625,27293600
2026-01-02T00:00:00-05:00,AAPL,272.260009765625,277.8399963378906,269.0,271.010009765625,37822400
2025-11-19T00:00:00-05:00,GLD,377.7799987792969,380.1700134277344,373.0299987792969,374.9599914550781,10980400
2025-11-20T00:00:00-05:00,GLD,375.2900085449219,377.69000244140625,371.8500061035156,374.8500061035156,10506500
2025-11-21T00:00:00-05:00,GLD,374.0299987792969,377.2300109863281,372.94000244140625,374.2699890136719,13194600
2025-11-24T00:00:00-05:00,GLD,374.8800048828125,380.2799987792969,374.19000244140625,380.20001220703125,10085300
2025-11-25T00:00:00-05:00,GLD,380.260009765625,382.5199890136719,378.05999755859375,380.0799865722656,10462800
2025-11-26T00:00:00-05:00,GLD,381.05999755859375,383.7799987792969,380.4599914550781,383.1199951171875,9184100
2025-11-28T00:00:00-05:00,GLD,385.9800109863281,388.0,384.989990234375,387.8800048828125,7175400
2025-12-01T00:00:00-05:00,GLD,390.6099853515625,390.70001220703125,388.05999755859375,389.75,11177100
2025-12-02T00:00:00-05:00,GLD,388.8699951171875,388.9800109863281,382.9100036621094,387.239990234375,8103900
2025-12-03T00:00:00-05:00,GLD,388.4599914550781,390.1300048828125,385.8299865722656,386.8800048828125,7886800
2025-12-04T00:00:00-05:00,GLD,386.9200134277344,388.0,385.3999938964844,387.1300048828125,6754400
2025-12-05T00:00:00-05:00,GLD,389.1199951171875,391.739990234375,386.17999267578125,386.44000244140625,9449800
2025-12-08T00:00:00-05:00,GLD,387.0199890136719,387.239990234375,384.010009765625,385.4200134277344,6822100
2025-12-09T00:00:00-05:00,GLD,385.6199951171875,388.2099914550781,385.2699890136719,387.3999938964844,6358700
2025-12-10T00:00:00-05:00,GLD,385.95001220703125,389.760009765625,384.5,389.04998779296875,9120500
2025-12-11T00:00:00-05:00,GLD,389.0199890136719,394.0899963378906,388.5,393.239990234375,11240600
2025-12-12T00:00:00-05:00,GLD,399.1600036621094,400.3900146484375,391.4700012207031,395.44000244140625,16792100
2025-12-15T00:00:00-05:00,GLD,397.760009765625,398.7099914550781,394.07000732421875,395.79998779296875,11345000
2025-12-16T00:00:00-05:00,GLD,397.75,398.7099914550781,394.5899963378906,395.8900146484375,9201600
2025-12-17T00:00:00-05:00,GLD,398.0799865722656,399.9800109863281,397.25,399.2900085449219,10456900
2025-12-18T00:00:00-05:00,GLD,398.2799987792969,402.2099914550781,396.04998779296875,398.57000732421875,11837600
2025-12-19T00:00:00-05:00,GLD,397.9200134277344,400.6300048828125,397.1700134277344,399.0199890136719,9894800
2025-12-22T00:00:00-05:00,GLD,406.9800109863281,408.5199890136719,405.7200012207031,408.2300109863281,14202100
2025-12-23T00:00:00-05:00,GLD,410.29998779296875,413.760009765625,407.1000061035156,413.6400146484375,13193300
2025-12-24T00:00:00-05:00,GLD,412.25,412.6300048828125,408.8299865722656,411.92999267578125,6718400
2025-12-26T00:00:00-05:00,GLD,416.4800109863281,418.45001220703125,414.75,416.739990234375,10476200
2025-12-29T00:00:00-05:00,GLD,403.6600036621094,403.760009765625,395.3299865722656,398.6000061035156,20679200
2025-12-30T00:00:00-05:00,GLD,403.6000061035156,403.79998779296875,398.55999755859375,398.8900146484375,10179000
2025-12-31T00:00:00-05:00,GLD,398.6000061035156,400.1300048828125,395.5899963378906,396.30999755859375,10194700
2026-01-02T00:00:00-05:00,GLD,401.6199951171875,401.82000732421875,396.25,398.2799987792969,10365900
2025-11-19T00:00:00-05:00,MSFT,490.1000061035156,495.19000244140625,482.8299865722656,487.1199951171875,23245300
2025-11-20T00:00:00-05:00,MSFT,492.7099914550781,493.57000732421875,475.5,478.42999267578125,26802500
2025-11-21T00:00:00-05:00,MSFT,478.5,478.9200134277344,468.2699890136719,472.1199951171875,31769200
2025-11-24T00:00:00-05:00,MSFT,475.0,476.8999938964844,468.0199890136719,474.0,34421000
2025-11-25T00:00:00-05:00,MSFT,474.07000732421875,479.1499938964844,464.8900146484375,476.989990234375,28019800
2025-11-26T00:00:00-05:00,MSFT,486.30999755859375,488.30999755859375,481.20001220703125,485.5,25709100
2025-11-28T00:00:00-05:00,MSFT,487.6000061035156,492.6300048828125,486.6499938964844,492.010009765625,14386700
2025-12-01T00:00:00-05:00,MSFT,488.44000244140625,489.8599853515625,484.6499938964844,486.739990234375,23964000
2025-12-02T00:00:00-05:00,MSFT,486.7200012207031,493.5,486.32000732421875,490.0,19562700
2025-12-03T00:00:00-05:00,MSFT,476.32000732421875,484.239990234375,475.20001220703125,477.7300109863281,34615100
2025-12-04T00:00:00-05:00,MSFT,479.760009765625,481.32000732421875,476.489990234375,480.8399963378906,22318200
2025-12-05T00:00:00-05:00,MSFT,482.5199890136719,483.3999938964844,478.8800048828125,483.1600036621094,22608700
2025-12-08T00:00:00-05:00,MSFT,484.8900146484375,492.29998779296875,484.3800048828125,491.0199890136719,21965900
2025-12-09T00:00:00-05:00,MSFT,489.1000061035156,492.1199951171875,488.5,492.0199890136719,14696100
2025-12-10T00:00:00-05:00,MSFT,484.0299987792969,484.25,475.0799865722656,478.55999755859375,35756200
2025-12-11T00:00:00-05:00,MSFT,476.6300048828125,486.0299987792969,475.8599853515625,483.4700012207031,24669200
2025-12-12T00:00:00-05:00,MSFT,479.82000732421875,482.45001220703125,476.3399963378906,478.5299987792969,21248100
2025-12-15T00:00:00-05:00,MSFT,480.1000061035156,480.7200012207031,472.5199890136719,474.82000732421875,23727700
2025-12-16T00:00:00-05:00,MSFT,471.9100036621094,477.8900146484375,470.8800048828125,476.3900146484375,20705600
2025-12-17T00:00:00-05:00,MSFT,476.9100036621094,480.0,475.0,476.1199951171875,24527200
2025-12-18T00:00:00-05:00,MSFT,478.19000244140625,489.6000061035156,477.8900146484375,483.9800109863281,28573500
